question_id,question__title,Difficulity,title_slug
1763,All Valid Triplets That Can Represent a Country,1,all-valid-triplets-that-can-represent-a-country
1764,Maximum Repeating Substring,1,maximum-repeating-substring
1765,Merge In Between Linked Lists,2,merge-in-between-linked-lists
1766,Minimum Number of Removals to Make Mountain Array,3,minimum-number-of-removals-to-make-mountain-array
1767,Design Front Middle Back Queue,2,design-front-middle-back-queue
1768,Design an Expression Tree With Evaluate Function,2,design-an-expression-tree-with-evaluate-function
1769,Get Maximum in Generated Array,1,get-maximum-in-generated-array
1770,Minimum Deletions to Make Character Frequencies Unique,2,minimum-deletions-to-make-character-frequencies-unique
1771,Sell Diminishing-Valued Colored Balls,2,sell-diminishing-valued-colored-balls
1772,Create Sorted Array through Instructions,3,create-sorted-array-through-instructions
1773,Percentage of Users Attended a Contest,1,percentage-of-users-attended-a-contest
1774,Add Two Polynomials Represented as Linked Lists,2,add-two-polynomials-represented-as-linked-lists
1775,Design an Ordered Stream,1,design-an-ordered-stream
1776,Minimum Operations to Reduce X to Zero,2,minimum-operations-to-reduce-x-to-zero
1777,Determine if Two Strings Are Close,2,determine-if-two-strings-are-close
1778,Maximize Grid Happiness,3,maximize-grid-happiness
1779,Hopper Company Queries I,3,hopper-company-queries-i
1780,Lowest Common Ancestor of a Binary Tree II,2,lowest-common-ancestor-of-a-binary-tree-ii
1781,Check If Two String Arrays are Equivalent,1,check-if-two-string-arrays-are-equivalent
1782,Smallest String With A Given Numeric Value,2,smallest-string-with-a-given-numeric-value
1783,Ways to Make a Fair Array,2,ways-to-make-a-fair-array
1784,Minimum Initial Energy to Finish Tasks,3,minimum-initial-energy-to-finish-tasks
1785,Hopper Company Queries II,3,hopper-company-queries-ii
1786,Count the Number of Consistent Strings,1,count-the-number-of-consistent-strings
1787,Sum of Absolute Differences in a Sorted Array,2,sum-of-absolute-differences-in-a-sorted-array
1788,Stone Game VI,2,stone-game-vi
1789,Delivering Boxes from Storage to Ports,3,delivering-boxes-from-storage-to-ports
1790,Lowest Common Ancestor of a Binary Tree III,2,lowest-common-ancestor-of-a-binary-tree-iii
1791,Richest Customer Wealth,1,richest-customer-wealth
1792,Find the Most Competitive Subsequence,2,find-the-most-competitive-subsequence
1793,Minimum Moves to Make Array Complementary,2,minimum-moves-to-make-array-complementary
1794,Minimize Deviation in Array,3,minimize-deviation-in-array
1795,Hopper Company Queries III,3,hopper-company-queries-iii
1796,Correct a Binary Tree,2,correct-a-binary-tree
1797,Goal Parser Interpretation,1,goal-parser-interpretation
1798,Max Number of K-Sum Pairs,2,max-number-of-k-sum-pairs
1799,Minimum Incompatibility,3,minimum-incompatibility
1800,Concatenation of Consecutive Binary Numbers,2,concatenation-of-consecutive-binary-numbers
1801,Average Time of Process per Machine,1,average-time-of-process-per-machine
1802,Number of Students Unable to Eat Lunch,1,number-of-students-unable-to-eat-lunch
1803,Average Waiting Time,2,average-waiting-time
1804,Maximum Binary String After Change,2,maximum-binary-string-after-change
1805,Minimum Adjacent Swaps for K Consecutive Ones,3,minimum-adjacent-swaps-for-k-consecutive-ones
1806,Count of Matches in Tournament,1,count-of-matches-in-tournament
1807,Partitioning Into Minimum Number Of Deci-Binary Numbers,2,partitioning-into-minimum-number-of-deci-binary-numbers
1808,Stone Game VII,2,stone-game-vii
1809,Sum Of Special Evenly-Spaced Elements In Array,3,sum-of-special-evenly-spaced-elements-in-array
1810,Change the Root of a Binary Tree,2,change-the-root-of-a-binary-tree
1811,Fix Names in a Table,1,fix-names-in-a-table
1812,Reformat Phone Number,1,reformat-phone-number
1813,Maximum Erasure Value,2,maximum-erasure-value
1814,Jump Game VI,2,jump-game-vi
1815,Checking Existence of Edge Length Limited Paths,3,checking-existence-of-edge-length-limited-paths
1816,Lowest Common Ancestor of a Binary Tree IV,2,lowest-common-ancestor-of-a-binary-tree-iv
1817,Calculate Money in Leetcode Bank,1,calculate-money-in-leetcode-bank
1818,Maximum Score From Removing Substrings,2,maximum-score-from-removing-substrings
1819,Construct the Lexicographically Largest Valid Sequence,2,construct-the-lexicographically-largest-valid-sequence
1820,Number Of Ways To Reconstruct A Tree,3,number-of-ways-to-reconstruct-a-tree
1821,Product's Worth Over Invoices,1,products-worth-over-invoices
1822,Longest Palindromic Subsequence II,2,longest-palindromic-subsequence-ii
1823,Determine if String Halves Are Alike,1,determine-if-string-halves-are-alike
1824,Maximum Number of Eaten Apples,2,maximum-number-of-eaten-apples
1825,Find Minimum Time to Finish All Jobs,3,find-minimum-time-to-finish-all-jobs
1826,Maximum XOR With an Element From Array,3,maximum-xor-with-an-element-from-array
1827,Invalid Tweets,1,invalid-tweets
1828,Count Ways to Distribute Candies,3,count-ways-to-distribute-candies
1829,Maximum Units on a Truck,1,maximum-units-on-a-truck
1830,Count Good Meals,2,count-good-meals
1831,Ways to Split Array Into Three Subarrays,2,ways-to-split-array-into-three-subarrays
1832,Minimum Operations to Make a Subsequence,3,minimum-operations-to-make-a-subsequence
1833,Find the Highest Altitude,1,find-the-highest-altitude
1834,Minimum Number of People to Teach,2,minimum-number-of-people-to-teach
1835,Decode XORed Permutation,2,decode-xored-permutation
1836,Count Ways to Make Array With Product,3,count-ways-to-make-array-with-product
1837,Daily Leads and Partners,1,daily-leads-and-partners
1838,Number of Distinct Substrings in a String,2,number-of-distinct-substrings-in-a-string
1839,Decode XORed Array,1,decode-xored-array
1840,Minimize Hamming Distance After Swap Operations,2,minimize-hamming-distance-after-swap-operations
1842,Number of Calls Between Two Persons,2,number-of-calls-between-two-persons
1843,Number Of Rectangles That Can Form The Largest Square,1,number-of-rectangles-that-can-form-the-largest-square
1844,Maximum Number of Balls in a Box,1,maximum-number-of-balls-in-a-box
1845,Largest Submatrix With Rearrangements,2,largest-submatrix-with-rearrangements
1847,Largest Subarray Length K,1,largest-subarray-length-k
1848,Sum of Unique Elements,1,sum-of-unique-elements
1849,Maximum Absolute Sum of Any Subarray,2,maximum-absolute-sum-of-any-subarray
1850,Minimum Length of String After Deleting Similar Ends,2,minimum-length-of-string-after-deleting-similar-ends
1851,Maximum Number of Events That Can Be Attended II,3,maximum-number-of-events-that-can-be-attended-ii
1852,Biggest Window Between Visits,2,biggest-window-between-visits
1858,Latest Time by Replacing Hidden Digits,1,latest-time-by-replacing-hidden-digits
1859,Change Minimum Characters to Satisfy One of Three Conditions,2,change-minimum-characters-to-satisfy-one-of-three-conditions
1860,Find Kth Largest XOR Coordinate Value,2,find-kth-largest-xor-coordinate-value
1861,Building Boxes,3,building-boxes
1862,Count Apples and Oranges,2,count-apples-and-oranges
1865,Checking Existence of Edge Length Limited Paths II,3,checking-existence-of-edge-length-limited-paths-ii
1866,Restore the Array From Adjacent Pairs,2,restore-the-array-from-adjacent-pairs
1871,Palindrome Partitioning IV,3,palindrome-partitioning-iv
1872,Can You Eat Your Favorite Candy on Your Favorite Day?,2,can-you-eat-your-favorite-candy-on-your-favorite-day
1873,Longest Nice Substring,1,longest-nice-substring
1874,Form Array by Concatenating Subarrays of Another Array,2,form-array-by-concatenating-subarrays-of-another-array
1875,Tree of Coprimes,3,tree-of-coprimes
1876,Map of Highest Peak,2,map-of-highest-peak
1877,Find Followers Count,1,find-followers-count
1878,Check if Array Is Sorted and Rotated,1,check-if-array-is-sorted-and-rotated
1879,Maximum Score From Removing Stones,2,maximum-score-from-removing-stones
1880,Largest Merge Of Two Strings,2,largest-merge-of-two-strings
1881,Closest Subsequence Sum,3,closest-subsequence-sum
1882,The Number of Employees Which Report to Each Employee,1,the-number-of-employees-which-report-to-each-employee
1883,Find Distance in a Binary Tree,2,find-distance-in-a-binary-tree
1884,Minimum Changes To Make Alternating Binary String,1,minimum-changes-to-make-alternating-binary-string
1885,Count Number of Homogenous Substrings,2,count-number-of-homogenous-substrings
1886,Minimum Limit of Balls in a Bag,2,minimum-limit-of-balls-in-a-bag
1887,Minimum Degree of a Connected Trio in a Graph,3,minimum-degree-of-a-connected-trio-in-a-graph
1888,Find Nearest Point That Has the Same X or Y Coordinate,1,find-nearest-point-that-has-the-same-x-or-y-coordinate
1889,Check if Number is a Sum of Powers of Three,2,check-if-number-is-a-sum-of-powers-of-three
1890,Sum of Beauty of All Substrings,2,sum-of-beauty-of-all-substrings
1891,Count Pairs Of Nodes,3,count-pairs-of-nodes
1892,Find Total Time Spent by Each Employee,1,find-total-time-spent-by-each-employee
1893,Maximum Subarray Sum After One Operation,2,maximum-subarray-sum-after-one-operation
1894,Merge Strings Alternately,1,merge-strings-alternately
1895,Minimum Number of Operations to Move All Balls to Each Box,2,minimum-number-of-operations-to-move-all-balls-to-each-box
1896,Maximum Score from Performing Multiplication Operations,3,maximum-score-from-performing-multiplication-operations
1897,Maximize Palindrome Length From Subsequences,3,maximize-palindrome-length-from-subsequences
1898,Leetflex Banned Accounts,2,leetflex-banned-accounts
1899,Count Items Matching a Rule,1,count-items-matching-a-rule
1900,Closest Dessert Cost,2,closest-dessert-cost
1901,Equal Sum Arrays With Minimum Number of Operations,2,equal-sum-arrays-with-minimum-number-of-operations
1902,Car Fleet II,3,car-fleet-ii
1903,Design Most Recently Used Queue,2,design-most-recently-used-queue
1904,Second Largest Digit in a String,1,second-largest-digit-in-a-string
1905,Design Authentication Manager,2,design-authentication-manager
1906,Maximize Score After N Operations,3,maximize-score-after-n-operations
1907,Count Pairs With XOR in a Range,3,count-pairs-with-xor-in-a-range
1908,Recyclable and Low Fat Products,1,recyclable-and-low-fat-products
1909,Buildings With an Ocean View,2,buildings-with-an-ocean-view
1910,Check if Binary String Has at Most One Segment of Ones,1,check-if-binary-string-has-at-most-one-segment-of-ones
1911,Minimum Elements to Add to Form a Given Sum,2,minimum-elements-to-add-to-form-a-given-sum
1912,Number of Restricted Paths From First to Last Node,2,number-of-restricted-paths-from-first-to-last-node
1913,Make the XOR of All Segments Equal to Zero,3,make-the-xor-of-all-segments-equal-to-zero
1914,Find the Subtasks That Did Not Execute,3,find-the-subtasks-that-did-not-execute
1915,Check if One String Swap Can Make Strings Equal,1,check-if-one-string-swap-can-make-strings-equal
1916,Find Center of Star Graph,1,find-center-of-star-graph
1917,Maximum Average Pass Ratio,2,maximum-average-pass-ratio
1918,Maximum Score of a Good Subarray,3,maximum-score-of-a-good-subarray
1919,Sort Features by Popularity,2,sort-features-by-popularity
1920,Determine Color of a Chessboard Square,1,determine-color-of-a-chessboard-square
1923,Sentence Similarity III,2,sentence-similarity-iii
1924,Maximum Number of Groups Getting Fresh Donuts,3,maximum-number-of-groups-getting-fresh-donuts
1925,Count Nice Pairs in an Array,2,count-nice-pairs-in-an-array
1926,Product's Price for Each Store,1,products-price-for-each-store
1927,Maximum Ascending Subarray Sum,1,maximum-ascending-subarray-sum
1928,Number of Orders in the Backlog,2,number-of-orders-in-the-backlog
1929,Maximum Value at a Given Index in a Bounded Array,2,maximum-value-at-a-given-index-in-a-bounded-array
1930,Maximum Number of Consecutive Values You Can Make,2,maximum-number-of-consecutive-values-you-can-make
1931,Shortest Path in a Hidden Grid,2,shortest-path-in-a-hidden-grid
1932,Grand Slam Titles,2,grand-slam-titles
1933,Number of Different Integers in a String,1,number-of-different-integers-in-a-string
1934,Evaluate the Bracket Pairs of a String,2,evaluate-the-bracket-pairs-of-a-string
1935,Minimum Number of Operations to Reinitialize a Permutation,2,minimum-number-of-operations-to-reinitialize-a-permutation
1936,Maximize Number of Nice Divisors,3,maximize-number-of-nice-divisors
1937,Maximize the Beauty of the Garden,3,maximize-the-beauty-of-the-garden
1938,Minimum Operations to Make the Array Increasing,1,minimum-operations-to-make-the-array-increasing
1939,Queries on Number of Points Inside a Circle,2,queries-on-number-of-points-inside-a-circle
1940,Maximum XOR for Each Query,2,maximum-xor-for-each-query
1941,Minimum Number of Operations to Make String Sorted,3,minimum-number-of-operations-to-make-string-sorted
1942,Primary Department for Each Employee,1,primary-department-for-each-employee
1943,Count Pairs of Equal Substrings With Minimum Difference,2,count-pairs-of-equal-substrings-with-minimum-difference
1944,Truncate Sentence,1,truncate-sentence
1945,Finding the Users Active Minutes,2,finding-the-users-active-minutes
1946,Minimum Absolute Sum Difference,2,minimum-absolute-sum-difference
1947,Number of Different Subsequences GCDs,3,number-of-different-subsequences-gcds
1948,Rearrange Products Table,1,rearrange-products-table
1949,Implement Trie II (Prefix Tree),2,implement-trie-ii-prefix-tree
1950,Sign of the Product of an Array,1,sign-of-the-product-of-an-array
1951,Find the Winner of the Circular Game,2,find-the-winner-of-the-circular-game
1952,Minimum Sideway Jumps,2,minimum-sideway-jumps
1953,Finding MK Average,3,finding-mk-average
1954,Replace All Digits with Characters,1,replace-all-digits-with-characters
1955,Seat Reservation Manager,2,seat-reservation-manager
1956,Maximum Element After Decreasing and Rearranging,2,maximum-element-after-decreasing-and-rearranging
1957,Closest Room,3,closest-room
1958,Ad-Free Sessions,1,ad-free-sessions
1959,Minimum Path Cost in a Hidden Grid,2,minimum-path-cost-in-a-hidden-grid
1960,Check if the Sentence Is Pangram,1,check-if-the-sentence-is-pangram
1961,Maximum Ice Cream Bars,2,maximum-ice-cream-bars
1962,Single-Threaded CPU,2,single-threaded-cpu
1963,Find XOR Sum of All Pairs Bitwise AND,3,find-xor-sum-of-all-pairs-bitwise-and
1964,Find Interview Candidates,2,find-interview-candidates
1965,Sum of Digits in Base K,1,sum-of-digits-in-base-k
1966,Frequency of the Most Frequent Element,2,frequency-of-the-most-frequent-element
1967,Longest Substring Of All Vowels in Order,2,longest-substring-of-all-vowels-in-order
1968,Maximum Building Height,3,maximum-building-height
1969,Maximum Number of Accepted Invitations,2,maximum-number-of-accepted-invitations
1970,Sorting the Sentence,1,sorting-the-sentence
1971,Incremental Memory Leak,2,incremental-memory-leak
1972,Rotating the Box,2,rotating-the-box
1974,Find Customers With Positive Revenue this Year,1,find-customers-with-positive-revenue-this-year
1975,Minimum Distance to the Target Element,1,minimum-distance-to-the-target-element
1976,Splitting a String Into Descending Consecutive Values,2,splitting-a-string-into-descending-consecutive-values
1977,Minimum Interval to Include Each Query,3,minimum-interval-to-include-each-query
1978,Minimum Adjacent Swaps to Reach the Kth Smallest Number,2,minimum-adjacent-swaps-to-reach-the-kth-smallest-number
1979,Maximum Number of People That Can Be Caught in Tag,2,maximum-number-of-people-that-can-be-caught-in-tag
1980,Faulty Sensor,1,faulty-sensor
1981,Maximum Transaction Each Day,2,maximum-transaction-each-day
1982,Remove Duplicates From an Unsorted Linked List,2,remove-duplicates-from-an-unsorted-linked-list
1983,Maximum Population Year,1,maximum-population-year
1984,Maximum Distance Between a Pair of Values,2,maximum-distance-between-a-pair-of-values
1985,Maximum Subarray Min-Product,2,maximum-subarray-min-product
1986,Largest Color Value in a Directed Graph,3,largest-color-value-in-a-directed-graph
1987,Substrings of Size Three with Distinct Characters,1,substrings-of-size-three-with-distinct-characters
1988,Minimize Maximum Pair Sum in Array,2,minimize-maximum-pair-sum-in-array
1989,Minimum XOR Sum of Two Arrays,3,minimum-xor-sum-of-two-arrays
1990,Get Biggest Three Rhombus Sums in a Grid,2,get-biggest-three-rhombus-sums-in-a-grid
1991,League Statistics,2,league-statistics
1992,Sort Linked List Already Sorted Using Absolute Values,2,sort-linked-list-already-sorted-using-absolute-values
1993,Sum of All Subset XOR Totals,1,sum-of-all-subset-xor-totals
1994,Minimum Number of Swaps to Make the Binary String Alternating,2,minimum-number-of-swaps-to-make-the-binary-string-alternating
1995,Finding Pairs With a Certain Sum,2,finding-pairs-with-a-certain-sum
1996,Number of Ways to Rearrange Sticks With K Sticks Visible,3,number-of-ways-to-rearrange-sticks-with-k-sticks-visible
1997,Next Palindrome Using Same Digits,3,next-palindrome-using-same-digits
1998,Suspicious Bank Accounts,2,suspicious-bank-accounts
1999,Longer Contiguous Segments of Ones than Zeros,1,longer-contiguous-segments-of-ones-than-zeros
2000,Minimum Speed to Arrive on Time,2,minimum-speed-to-arrive-on-time
2001,Jump Game VII,2,jump-game-vii
2002,Stone Game VIII,3,stone-game-viii
2003,Distinct Numbers in Each Subarray,2,distinct-numbers-in-each-subarray
2004,Convert Date Format,1,convert-date-format
2005,Check if All the Integers in a Range Are Covered,1,check-if-all-the-integers-in-a-range-are-covered
2006,Find the Student that Will Replace the Chalk,2,find-the-student-that-will-replace-the-chalk
2007,Maximum Cost of Trip With K Highways,3,maximum-cost-of-trip-with-k-highways
2008,Minimum Cost to Change the Final Value of Expression,3,minimum-cost-to-change-the-final-value-of-expression
2009,Longest Word With All Prefixes,2,longest-word-with-all-prefixes
2010,Check if Word Equals Summation of Two Words,1,check-if-word-equals-summation-of-two-words
2011,Maximum Value after Insertion,2,maximum-value-after-insertion
2012,Process Tasks Using Servers,2,process-tasks-using-servers
2013,Minimum Skips to Arrive at Meeting On Time,3,minimum-skips-to-arrive-at-meeting-on-time
2014,Orders With Maximum Quantity Above Average,2,orders-with-maximum-quantity-above-average
2015,Determine Whether Matrix Can Be Obtained By Rotation,1,determine-whether-matrix-can-be-obtained-by-rotation
2016,Reduction Operations to Make the Array Elements Equal,2,reduction-operations-to-make-the-array-elements-equal
2017,Minimum Number of Flips to Make the Binary String Alternating,2,minimum-number-of-flips-to-make-the-binary-string-alternating
2018,Minimum Space Wasted From Packaging,3,minimum-space-wasted-from-packaging
2019,Product of Two Run-Length Encoded Arrays,2,product-of-two-run-length-encoded-arrays
2020,Remove One Element to Make the Array Strictly Increasing,1,remove-one-element-to-make-the-array-strictly-increasing
2021,Remove All Occurrences of a Substring,2,remove-all-occurrences-of-a-substring
2022,Maximum Alternating Subsequence Sum,2,maximum-alternating-subsequence-sum
2023,Design Movie Rental System,3,design-movie-rental-system
2024,Calculate Special Bonus,1,calculate-special-bonus
2025,Redistribute Characters to Make All Strings Equal,1,redistribute-characters-to-make-all-strings-equal
2026,Merge Triplets to Form Target Triplet,2,merge-triplets-to-form-target-triplet
2027,Maximum Number of Removable Characters,2,maximum-number-of-removable-characters
2028,The Earliest and Latest Rounds Where Players Compete,3,the-earliest-and-latest-rounds-where-players-compete
2029,Minimize Product Sum of Two Arrays,2,minimize-product-sum-of-two-arrays
2030,Group Employees of the Same Salary,2,group-employees-of-the-same-salary
2031,Egg Drop With 2 Eggs and N Floors,2,egg-drop-with-2-eggs-and-n-floors
2032,Largest Odd Number in String,1,largest-odd-number-in-string
2033,The Number of Full Rounds You Have Played,2,the-number-of-full-rounds-you-have-played
2034,Minimum Absolute Difference Queries,2,minimum-absolute-difference-queries
2035,Count Sub Islands,2,count-sub-islands
2036,Count Pairs in Two Arrays,2,count-pairs-in-two-arrays
2037,Count Square Sum Triples,1,count-square-sum-triples
2038,Nearest Exit from Entrance in Maze,2,nearest-exit-from-entrance-in-maze
2039,Sum Game,2,sum-game
2040,Minimum Cost to Reach Destination in Time,3,minimum-cost-to-reach-destination-in-time
2041,The Latest Login in 2020,1,the-latest-login-in-2020
2042,Maximum Product Difference Between Two Pairs,1,maximum-product-difference-between-two-pairs
2043,Cyclically Rotating a Grid,2,cyclically-rotating-a-grid
2044,Number of Wonderful Substrings,2,number-of-wonderful-substrings
2045,Cutting Ribbons,2,cutting-ribbons
2046,Page Recommendations II,3,page-recommendations-ii
2047,Find a Peak Element II,2,find-a-peak-element-ii
2048,Build Array from Permutation,1,build-array-from-permutation
2049,Eliminate Maximum Number of Monsters,2,eliminate-maximum-number-of-monsters
2050,Count Good Numbers,2,count-good-numbers
2051,Longest Common Subpath,3,longest-common-subpath
2052,Depth of BST Given Insertion Order,2,depth-of-bst-given-insertion-order
2053,Check if All Characters Have Equal Number of Occurrences,1,check-if-all-characters-have-equal-number-of-occurrences
2054,The Number of the Smallest Unoccupied Chair,2,the-number-of-the-smallest-unoccupied-chair
2055,Describe the Painting,2,describe-the-painting
2056,Jump Game VIII,2,jump-game-viii
2057,Count Salary Categories,2,count-salary-categories
2058,Concatenation of Array,1,concatenation-of-array
2059,Unique Length-3 Palindromic Subsequences,2,unique-length-3-palindromic-subsequences
2060,Merge BSTs to Create Single BST,3,merge-bsts-to-create-single-bst
2061,Painting a Grid With Three Different Colors,3,painting-a-grid-with-three-different-colors
2062,Game of Nim,2,game-of-nim
2063,Leetcodify Friends Recommendations,3,leetcodify-friends-recommendations
2064,Leetcodify Similar Friends,3,leetcodify-similar-friends
2065,Check for Contradictions in Equations,3,check-for-contradictions-in-equations
2066,Add Minimum Number of Rungs,2,add-minimum-number-of-rungs
2067,Maximum Number of Points with Cost,2,maximum-number-of-points-with-cost
2068,Maximum Genetic Difference Query,3,maximum-genetic-difference-query
2069,Kth Smallest Subarray Sum,2,kth-smallest-subarray-sum
2070,Check if String Is Decomposable Into Value-Equal Substrings,1,check-if-string-is-decomposable-into-value-equal-substrings
2071,Longest Common Subsequence Between Sorted Arrays,2,longest-common-subsequence-between-sorted-arrays
2072,Maximum of Minimum Values in All Subarrays,2,maximum-of-minimum-values-in-all-subarrays
2073,Minimum Time For K Virus Variants to Spread,3,minimum-time-for-k-virus-variants-to-spread
2074,Erect the Fence II,3,erect-the-fence-ii
2075,Brightest Position on Street,2,brightest-position-on-street
2076,Sum of Digits of String After Convert,1,sum-of-digits-of-string-after-convert
2077,Largest Number After Mutating Substring,2,largest-number-after-mutating-substring
2078,Maximum Compatibility Score Sum,2,maximum-compatibility-score-sum
2079,Delete Duplicate Folders in System,3,delete-duplicate-folders-in-system
2080,Check if Move is Legal,2,check-if-move-is-legal
2081,Minimum Total Space Wasted With K Resizing Operations,2,minimum-total-space-wasted-with-k-resizing-operations
2082,Minimum Cost to Separate Sentence Into Rows,2,minimum-cost-to-separate-sentence-into-rows
2083,Three Divisors,1,three-divisors
2084,Maximum Number of Weeks for Which You Can Work,2,maximum-number-of-weeks-for-which-you-can-work
2085,Array With Elements Not Equal to Average of Neighbors,2,array-with-elements-not-equal-to-average-of-neighbors
2086,Count Number of Special Subsequences,3,count-number-of-special-subsequences
2087,Confirmation Rate,2,confirmation-rate
2088,Minimum Time to Type Word Using Special Typewriter,1,minimum-time-to-type-word-using-special-typewriter
2089,Maximum Matrix Sum,2,maximum-matrix-sum
2090,Number of Ways to Arrive at Destination,2,number-of-ways-to-arrive-at-destination
2091,Number of Ways to Separate Numbers,3,number-of-ways-to-separate-numbers
2092,Users That Actively Request Confirmation Messages,1,users-that-actively-request-confirmation-messages
2093,Check If String Is a Prefix of Array,1,check-if-string-is-a-prefix-of-array
2094,Remove Stones to Minimize the Total,2,remove-stones-to-minimize-the-total
2095,Minimum Number of Swaps to Make the String Balanced,2,minimum-number-of-swaps-to-make-the-string-balanced
2096,Find the Longest Valid Obstacle Course at Each Position,3,find-the-longest-valid-obstacle-course-at-each-position
2097,Strong Friendship,2,strong-friendship
2098,All the Pairs With the Maximum Number of Common Followers,2,all-the-pairs-with-the-maximum-number-of-common-followers
2099,Number of Strings That Appear as Substrings in Word,1,number-of-strings-that-appear-as-substrings-in-word
2100,Minimum Non-Zero Product of the Array Elements,2,minimum-non-zero-product-of-the-array-elements
2101,Last Day Where You Can Still Cross,3,last-day-where-you-can-still-cross
2102,Find the Middle Index in Array,1,find-the-middle-index-in-array
2103,Find All Groups of Farmland,2,find-all-groups-of-farmland
2104,Operations on Tree,2,operations-on-tree
2105,The Number of Good Subsets,3,the-number-of-good-subsets
2106,Find Greatest Common Divisor of Array,1,find-greatest-common-divisor-of-array
2107,Find Unique Binary String,2,find-unique-binary-string
2108,Minimize the Difference Between Target and Chosen Elements,2,minimize-the-difference-between-target-and-chosen-elements
2109,Find Array Given Subset Sums,3,find-array-given-subset-sums
2110,Employees With Missing Information,1,employees-with-missing-information
2111,Binary Searchable Numbers in an Unsorted Array,2,binary-searchable-numbers-in-an-unsorted-array
2112,Minimum Difference Between Highest and Lowest of K Scores,1,minimum-difference-between-highest-and-lowest-of-k-scores
2113,Find the Kth Largest Integer in the Array,2,find-the-kth-largest-integer-in-the-array
2114,Minimum Number of Work Sessions to Finish the Tasks,2,minimum-number-of-work-sessions-to-finish-the-tasks
2115,Number of Unique Good Subsequences,3,number-of-unique-good-subsequences
2116,Count Number of Pairs With Absolute Difference K,1,count-number-of-pairs-with-absolute-difference-k
2117,Find Original Array From Doubled Array,2,find-original-array-from-doubled-array
2118,Maximum Earnings From Taxi,2,maximum-earnings-from-taxi
2119,Minimum Number of Operations to Make Array Continuous,3,minimum-number-of-operations-to-make-array-continuous
2120,First and Last Call On the Same Day,3,first-and-last-call-on-the-same-day
2121,Find if Path Exists in Graph,1,find-if-path-exists-in-graph
2122,Count Special Quadruplets,1,count-special-quadruplets
2123,The Number of Weak Characters in the Game,2,the-number-of-weak-characters-in-the-game
2124,First Day Where You Have Been in All the Rooms,2,first-day-where-you-have-been-in-all-the-rooms
2125,GCD Sort of an Array,3,gcd-sort-of-an-array
2126,Count Nodes Equal to Sum of Descendants,2,count-nodes-equal-to-sum-of-descendants
2127,Employees Whose Manager Left the Company,1,employees-whose-manager-left-the-company
2128,Reverse Prefix of Word,1,reverse-prefix-of-word
2129,Number of Pairs of Interchangeable Rectangles,2,number-of-pairs-of-interchangeable-rectangles
2130,Maximum Product of the Length of Two Palindromic Subsequences,2,maximum-product-of-the-length-of-two-palindromic-subsequences
2131,Smallest Missing Genetic Value in Each Subtree,3,smallest-missing-genetic-value-in-each-subtree
2132,Convert 1D Array Into 2D Array,1,convert-1d-array-into-2d-array
2133,Number of Pairs of Strings With Concatenation Equal to Target,2,number-of-pairs-of-strings-with-concatenation-equal-to-target
2134,Maximize the Confusion of an Exam,2,maximize-the-confusion-of-an-exam
2135,Maximum Number of Ways to Partition an Array,3,maximum-number-of-ways-to-partition-an-array
2136,Find Cutoff Score for Each School,2,find-cutoff-score-for-each-school
2137,Final Value of Variable After Performing Operations,1,final-value-of-variable-after-performing-operations
2138,Sum of Beauty in the Array,2,sum-of-beauty-in-the-array
2139,Detect Squares,2,detect-squares
2140,Longest Subsequence Repeated k Times,3,longest-subsequence-repeated-k-times
2141,Smallest Greater Multiple Made of Two Digits,2,smallest-greater-multiple-made-of-two-digits
2142,Average Height of Buildings in Each Segment,2,average-height-of-buildings-in-each-segment
2143,Count the Number of Experiments,2,count-the-number-of-experiments
2144,Maximum Difference Between Increasing Elements,1,maximum-difference-between-increasing-elements
2145,Grid Game,2,grid-game
2146,Check if Word Can Be Placed In Crossword,2,check-if-word-can-be-placed-in-crossword
2147,The Score of Students Solving Math Expression,3,the-score-of-students-solving-math-expression
2148,Minimum Number of Moves to Seat Everyone,1,minimum-number-of-moves-to-seat-everyone
2149,Remove Colored Pieces if Both Neighbors are the Same Color,2,remove-colored-pieces-if-both-neighbors-are-the-same-color
2150,Kth Smallest Product of Two Sorted Arrays,3,kth-smallest-product-of-two-sorted-arrays
2151,The Time When the Network Becomes Idle,2,the-time-when-the-network-becomes-idle
2152,The Number of Seniors and Juniors to Join the Company,3,the-number-of-seniors-and-juniors-to-join-the-company
2153,Subtree Removal Game with Fibonacci Tree,3,subtree-removal-game-with-fibonacci-tree
2154,Minimum Moves to Convert String,1,minimum-moves-to-convert-string
2155,Find Missing Observations,2,find-missing-observations
2156,Stone Game IX,2,stone-game-ix
2157,Smallest K-Length Subsequence With Occurrences of a Letter,3,smallest-k-length-subsequence-with-occurrences-of-a-letter
2158,The Number of Seniors and Juniors to Join the Company II,3,the-number-of-seniors-and-juniors-to-join-the-company-ii
2159,Two Out of Three,1,two-out-of-three
2160,Minimum Operations to Make a Uni-Value Grid,2,minimum-operations-to-make-a-uni-value-grid
2161,Stock Price Fluctuation ,2,stock-price-fluctuation
2162,Partition Array Into Two Arrays to Minimize Sum Difference,3,partition-array-into-two-arrays-to-minimize-sum-difference
2163,Kth Distinct String in an Array,1,kth-distinct-string-in-an-array
2164,Two Best Non-Overlapping Events,2,two-best-non-overlapping-events
2165,Plates Between Candles,2,plates-between-candles
